,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,remodeled,Age,RemodelAge,total_other_rooms,outdoorspace,reg_lot_shp,leveled_land,culdsac,1fam_hm,unf_attic,hip_roof,premium_ext,exclnt_extr,cblock_foundation,pconc_foundation,other_foundation,exclnt_bsmt,bsmt_exosure,bsmt_finished,bsmt_rec,excellent_heating,central_AC,kitchen_exclnt,fireplace_exclnt,attached_garage,finsihed_garage,pave_drive,normal_sale,vnr_brk,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
1303,50.0,6000,5,6,0.0,308.0,0.0,928.0,0,928,0.0,1,0,3,1,0,1957.0,1.0,288.0,112500,False,53,53,2,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1304,50.0,6000,4,7,0.0,0.0,0.0,901.0,0,901,0.0,1,0,2,1,0,1954.0,1.0,281.0,107900,True,56,10,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1305,103.0,12205,3,1,0.0,0.0,0.0,448.0,0,1588,0.0,2,0,5,1,0,0.0,0.0,0.0,65000,True,61,18,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1306,87.0,18386,7,9,0.0,0.0,0.0,1470.0,0,3493,0.0,3,0,3,1,1,2003.0,3.0,870.0,295000,True,130,8,7,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1307,69.0,9142,5,5,0.0,0.0,0.0,797.0,0,1627,0.0,2,0,4,2,0,1950.0,2.0,420.0,139500,True,110,4,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1308,100.0,12665,5,8,0.0,0.0,0.0,876.0,0,1416,0.0,1,1,4,1,1,1949.0,3.0,720.0,153900,True,95,60,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1309,53.0,5350,7,8,0.0,116.0,0.0,624.0,0,1450,0.0,1,0,3,1,0,1935.0,1.0,288.0,132000,True,90,45,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1310,34.0,4571,5,5,0.0,0.0,0.0,624.0,0,1344,0.0,1,0,4,1,0,1916.0,3.0,513.0,98000,True,94,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1311,69.0,9143,5,7,0.0,0.0,0.0,346.0,0,1017,0.0,1,0,2,1,0,1961.0,1.0,308.0,114000,True,110,7,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1312,60.0,9600,5,5,0.0,234.0,0.0,973.0,0,2350,0.0,2,0,4,2,0,1930.0,2.0,393.0,130000,True,90,50,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1313,60.0,9600,6,5,0.0,319.0,0.0,735.0,0,2058,0.0,1,1,3,1,1,1950.0,2.0,396.0,129500,True,93,60,5,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1314,60.0,6000,5,9,0.0,0.0,0.0,572.0,0,1540,0.0,1,1,3,1,0,0.0,0.0,0.0,129400,True,105,5,4,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1315,60.0,9600,7,9,0.0,141.0,0.0,689.0,0,1378,0.0,2,0,3,1,1,1928.0,2.0,360.0,161000,True,82,5,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1316,60.0,10800,6,7,0.0,0.0,0.0,482.0,0,1912,0.0,2,0,3,2,1,2003.0,2.0,672.0,163000,True,105,10,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1317,35.0,6300,6,6,0.0,0.0,0.0,742.0,0,1484,0.0,2,0,3,1,1,0.0,0.0,0.0,128000,True,96,9,6,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1318,50.0,5250,8,5,0.0,259.0,0.0,684.0,205,2358,0.0,2,0,4,1,0,0.0,0.0,0.0,122000,True,138,23,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1319,0.0,5700,7,7,0.0,0.0,0.0,572.0,0,1111,0.0,1,0,2,1,1,1982.0,1.0,288.0,116900,True,84,60,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320,75.0,13500,10,9,0.0,0.0,0.0,1237.0,0,2775,0.0,3,1,3,1,1,1988.0,2.0,880.0,325000,True,117,10,6,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1321,60.0,11340,2,1,0.0,0.0,0.0,723.0,0,1086,0.0,1,0,2,1,0,1920.0,2.0,400.0,55000,True,90,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1322,60.0,10800,7,7,0.0,0.0,0.0,1313.0,0,2495,0.0,2,0,5,1,1,1950.0,2.0,342.0,184000,True,120,11,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1323,65.0,9750,5,6,164.0,200.0,0.0,984.0,0,984,1.0,1,0,2,1,0,1959.0,1.0,308.0,110000,False,51,51,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1324,81.0,12150,5,5,335.0,0.0,0.0,1050.0,0,1795,0.0,2,0,4,1,0,1954.0,1.0,352.0,131500,False,56,56,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1325,70.0,12702,5,5,0.0,0.0,0.0,0.0,0,882,0.0,1,0,2,1,0,1956.0,1.0,308.0,97000,False,54,54,2,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,52.0,8516,4,6,0.0,0.0,0.0,869.0,0,1093,0.0,1,0,2,1,0,1959.0,1.0,308.0,115500,True,52,4,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1327,55.0,7111,5,7,0.0,406.0,273.0,1008.0,0,1143,0.0,1,0,2,1,1,1992.0,1.0,288.0,138000,True,82,27,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,0.0,7425,7,7,0.0,0.0,0.0,672.0,0,1668,0.0,1,1,3,1,0,1945.0,1.0,252.0,108000,True,65,60,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,50.0,9100,5,6,0.0,0.0,0.0,742.0,156,935,0.0,1,0,2,1,0,1988.0,1.0,308.0,79500,True,80,50,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0.0,7010,5,5,0.0,175.0,0.0,1024.0,0,1738,0.0,2,0,3,1,1,1950.0,1.0,240.0,153000,True,75,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,50.0,6130,5,6,0.0,784.0,0.0,784.0,0,784,1.0,1,0,2,1,0,0.0,0.0,0.0,109500,True,86,60,3,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,50.0,5000,5,7,0.0,600.0,0.0,672.0,0,1210,0.0,1,0,3,1,0,1941.0,1.0,240.0,124000,True,69,4,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,59.0,5870,6,9,0.0,0.0,0.0,554.0,0,1290,0.0,1,1,3,1,0,1926.0,1.0,200.0,106900,True,110,10,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,50.0,6000,6,7,0.0,521.0,0.0,981.0,0,1672,0.0,1,1,3,1,1,1940.0,1.0,240.0,164900,True,70,21,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,50.0,6000,5,7,0.0,0.0,0.0,949.0,0,949,0.0,1,0,2,1,1,1924.0,2.0,370.0,119000,True,86,7,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,50.0,6000,6,7,0.0,0.0,0.0,862.0,0,1158,0.0,1,0,3,1,1,1929.0,1.0,208.0,120000,True,81,60,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,50.0,6000,6,7,0.0,201.0,162.0,825.0,0,1497,0.0,2,0,3,1,0,2004.0,1.0,672.0,157000,True,73,10,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,50.0,6000,6,5,0.0,264.0,0.0,739.0,0,1342,0.0,2,0,2,2,1,1939.0,1.0,240.0,105000,True,71,60,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,50.0,5000,6,7,0.0,0.0,0.0,992.0,0,1013,0.0,1,0,3,1,0,1926.0,1.0,160.0,113000,True,84,60,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,60.0,5520,5,7,0.0,68.0,0.0,565.0,0,1216,1.0,1,0,3,1,1,1920.0,1.0,355.0,115000,True,90,13,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,99.0,5940,4,7,0.0,0.0,0.0,0.0,0,896,0.0,1,0,2,1,0,1946.0,1.0,280.0,79000,True,64,60,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,52.0,6240,4,7,0.0,80.0,0.0,704.0,0,1136,0.0,1,0,2,1,0,1990.0,1.0,336.0,123000,True,81,60,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,0.0,6120,5,6,0.0,0.0,0.0,0.0,0,808,0.0,1,0,1,1,0,1925.0,1.0,164.0,81300,True,65,15,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,52.0,6240,5,7,0.0,0.0,0.0,1078.0,0,1573,0.0,2,0,3,1,1,1930.0,2.0,360.0,162900,True,80,18,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,52.0,6240,7,5,0.0,300.0,240.0,989.0,0,2009,0.0,2,0,4,1,1,1939.0,2.0,400.0,150000,True,71,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,51.0,6120,5,5,0.0,203.0,0.0,1100.0,0,1902,0.0,2,0,4,1,0,1960.0,2.0,576.0,123500,True,87,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1347,51.0,6120,7,5,0.0,0.0,0.0,952.0,0,1774,0.0,2,0,2,2,2,1931.0,2.0,468.0,129900,True,79,60,6,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1348,60.0,6155,6,8,0.0,0.0,0.0,611.0,0,1362,0.0,2,0,3,1,0,1920.0,2.0,502.0,128000,True,90,11,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,60.0,6324,4,6,0.0,0.0,0.0,520.0,0,520,0.0,1,0,1,1,0,1920.0,1.0,240.0,68500,True,83,60,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,50.0,8635,5,5,0.0,336.0,41.0,672.0,0,1285,1.0,1,0,2,1,0,1948.0,1.0,240.0,127000,True,62,9,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,64.0,13053,6,7,0.0,0.0,0.0,833.0,0,1848,0.0,1,1,4,1,1,1922.0,2.0,370.0,207000,True,87,10,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,60.0,9120,7,6,0.0,329.0,0.0,1026.0,0,1820,1.0,2,0,4,1,0,1925.0,1.0,240.0,184000,True,85,60,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,60.0,9144,6,4,0.0,0.0,0.0,810.0,0,1716,0.0,2,0,4,1,0,1970.0,2.0,672.0,162500,True,95,6,4,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,0.0,9144,5,5,0.0,399.0,0.0,883.0,0,1505,1.0,1,0,3,1,0,1940.0,1.0,240.0,145000,True,70,28,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,55.0,10267,6,7,0.0,210.0,606.0,816.0,0,838,1.0,1,0,2,1,0,1961.0,1.0,275.0,130000,True,92,10,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,57.0,8094,6,8,0.0,196.0,0.0,1242.0,0,1984,0.0,2,0,5,1,0,0.0,1.0,360.0,160000,True,100,27,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1357,0.0,5100,8,7,0.0,0.0,0.0,588.0,0,1666,0.0,1,0,3,1,1,1925.0,1.0,228.0,161000,True,85,14,4,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1358,63.0,4347,6,8,0.0,0.0,0.0,796.0,0,1609,0.0,1,0,3,1,0,1910.0,1.0,228.0,127500,True,100,60,4,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1359,0.0,6291,6,6,0.0,0.0,0.0,768.0,0,768,0.0,1,0,1,1,0,1930.0,2.0,440.0,93850,True,80,60,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,60.0,10266,6,6,0.0,372.0,0.0,768.0,0,1536,0.0,1,1,4,1,0,1952.0,1.0,308.0,136000,False,58,58,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,60.0,6876,6,6,0.0,0.0,0.0,1272.0,697,1969,0.0,2,0,4,1,1,1938.0,2.0,400.0,141000,True,72,52,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,0.0,10320,5,6,0.0,0.0,0.0,880.0,0,1308,0.0,2,0,2,1,0,1950.0,2.0,400.0,120000,True,95,32,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,60.0,7200,6,7,0.0,0.0,0.0,1040.0,0,1040,0.0,1,0,2,1,0,1993.0,2.0,320.0,127500,True,85,18,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,62.0,7006,6,6,0.0,121.0,0.0,768.0,0,1236,1.0,2,0,3,1,1,1985.0,1.0,384.0,127000,True,85,60,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,0.0,7920,6,7,0.0,0.0,0.0,319.0,0,1406,0.0,1,0,3,1,0,0.0,0.0,0.0,89500,True,90,60,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,49.0,8235,5,7,0.0,180.0,645.0,825.0,0,825,1.0,1,0,2,1,0,1963.0,2.0,720.0,125000,True,55,15,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1367,60.0,5586,6,7,0.0,0.0,0.0,901.0,0,1198,0.0,1,0,4,1,0,0.0,0.0,0.0,79900,True,90,12,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1368,60.0,10320,5,8,0.0,0.0,0.0,451.0,0,759,0.0,1,0,1,1,0,1997.0,2.0,576.0,85000,True,98,19,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,60.0,10320,3,3,0.0,0.0,0.0,536.0,0,1344,0.0,2,0,3,2,0,0.0,0.0,0.0,82375,True,95,60,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,60.0,10320,6,7,0.0,0.0,0.0,756.0,0,1469,0.0,1,0,3,1,0,1906.0,1.0,216.0,135000,True,104,15,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,82.0,9488,5,6,0.0,0.0,0.0,1046.0,0,1054,0.0,1,0,3,1,0,1947.0,1.0,240.0,124000,True,63,17,3,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1372,55.0,8250,5,5,0.0,250.0,492.0,952.0,0,1211,0.0,1,0,3,1,1,1968.0,1.0,322.0,134000,False,42,42,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1373,115.0,21286,5,5,0.0,0.0,0.0,720.0,0,1271,0.0,2,0,4,1,1,1948.0,1.0,312.0,135000,True,62,60,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1374,80.0,17120,4,4,0.0,0.0,0.0,0.0,0,1588,0.0,2,0,4,1,1,1991.0,2.0,680.0,134432,False,51,51,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,62.0,10106,5,7,0.0,351.0,181.0,644.0,0,1355,1.0,2,0,4,2,0,0.0,0.0,0.0,127500,True,70,11,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,0.0,11235,5,6,0.0,784.0,0.0,981.0,0,1075,1.0,1,0,3,1,0,1996.0,2.0,440.0,148000,False,47,47,3,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1377,70.0,11200,5,5,0.0,906.0,0.0,1040.0,0,1040,1.0,1,0,3,1,0,1965.0,1.0,384.0,129500,False,45,45,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
