,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,remodeled,ms_type,Age,RemodelAge
1511,RL,62.0,7692,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,0.0,416.0,GasA,Gd,Y,FuseA,0,1204,0.0,0.0,1,0,3,1,TA,6,Typ,0,0,Basment,1954.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD ,Abnorml,100000,False,SPLIT OR MULTI-LEVEL,56,56
1512,RL,67.0,5142,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,224.0,Unf,0.0,949.0,GasA,TA,Y,SBrkr,0,1292,0.0,0.0,1,1,3,1,Gd,6,Typ,0,0,Detchd,1923.0,Unf,1.0,205.0,TA,TA,N,0,0,183,0,0,0,0,6,2008,WD ,Normal,108000,True,1-STORY 1945 & OLDER,87,2
1513,RL,67.0,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,864.0,GasA,TA,N,FuseA,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,0,0,0.0,0,0.0,0.0,0,0,Y,0,0,96,0,0,0,0,4,2008,WD ,Normal,98000,True,1-STORY 1945 & OLDER,85,60
1514,RL,45.0,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,864.0,GasA,TA,N,FuseF,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,0,0,0.0,0,0.0,0.0,0,0,N,0,0,100,0,0,0,0,9,2008,WD ,Normal,67000,True,1-STORY 1945 & OLDER,96,60
1515,RL,55.0,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210.0,Unf,0.0,780.0,GasA,Ex,N,SBrkr,0,1716,1.0,0.0,2,0,6,1,Fa,9,Typ,0,0,0,0.0,0,0.0,0.0,0,0,N,0,184,0,0,0,0,0,3,2008,WD ,Normal,135900,True,2 FAMILY CONVERSION - ALL STYLES AND AGES,98,10
1516,RH,0.0,12155,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156.0,Unf,0.0,672.0,GasA,TA,N,SBrkr,0,1482,0.0,0.0,2,0,4,1,Fa,7,Typ,0,0,Detchd,1934.0,Unf,1.0,400.0,TA,TA,P,0,0,254,0,0,0,0,3,2008,WD ,Normal,140000,True,2-STORY 1945 & OLDER,85,60
1517,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,378.0,Unf,0.0,720.0,GasA,Ex,Y,SBrkr,420,2192,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,262,24,0,0,0,0,0,7,2008,WD ,Normal,179500,True,2-1/2 STORY ALL AGES,71,13
1518,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,1181.0,GasA,Fa,Y,SBrkr,0,1694,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,0,128,0,0,0,0,6,2008,WD ,Normal,136500,True,1-1/2 STORY FINISHED ALL AGES,85,60
1519,RL,60.0,7290,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,GasA,Ex,Y,SBrkr,0,1424,0.0,0.0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,1921.0,Unf,1.0,312.0,TA,TA,Y,0,0,90,0,0,0,0,4,2008,WD ,Normal,168000,True,1-STORY 1945 & OLDER,89,60
1520,RH,55.0,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0.0,Unf,0.0,940.0,GasA,TA,N,FuseA,0,1964,0.0,0.0,1,1,4,1,TA,7,Typ,0,0,0,0.0,0,0.0,0.0,0,0,N,0,192,0,0,0,0,0,11,2008,WD ,Abnorml,130000,True,2-STORY 1945 & OLDER,99,60
1521,RL,51.0,9842,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,612.0,GasA,Ex,Y,SBrkr,0,2601,0.0,0.0,3,1,4,1,TA,8,Typ,0,0,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,183,0,301,0,0,0,0,5,2008,WD ,Normal,189000,True,2-STORY 1945 & OLDER,89,12
1522,RL,64.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,281.0,Rec,679.0,960.0,GasA,Ex,Y,SBrkr,0,1920,2.0,0.0,2,2,4,2,TA,10,Typ,2,Gd,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,248,0,121,0,0,0,0,7,2008,WD ,Abnorml,161900,True,DUPLEX - ALL STYLES AND AGES,80,60
1523,RL,66.0,8969,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,379.0,Unf,0.0,644.0,GasA,Ex,Y,SBrkr,0,1316,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,2001.0,Unf,1.0,369.0,TA,TA,P,0,0,0,0,192,0,0,7,2008,WD ,Normal,145000,True,2-STORY 1945 & OLDER,84,60
1524,RL,79.0,11526,Pave,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,0.0,588.0,GasA,Fa,Y,SBrkr,384,2555,0.0,0.0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,1993.0,Fin,2.0,672.0,TA,TA,Y,431,0,0,0,0,0,0,9,2008,WD ,Normal,191000,True,2-STORY 1945 & OLDER,88,16
1525,RL,63.0,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,GasA,Ex,Y,SBrkr,0,1680,0.0,0.0,2,0,4,1,TA,8,Typ,0,0,Attchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,160,0,0,0,0,3,2008,WD ,Normal,177000,True,2-STORY 1945 & OLDER,95,34
1526,RL,63.0,15564,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,676.0,GasA,Ex,Y,SBrkr,0,1264,0.0,0.0,1,0,3,1,TA,6,Typ,0,0,Detchd,1994.0,Unf,2.0,400.0,TA,TA,Y,424,0,0,0,0,0,400,1,2008,WD ,Normal,147500,True,1-1/2 STORY FINISHED ALL AGES,96,15
1527,RL,52.0,6292,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384.0,Unf,0.0,768.0,GasA,TA,N,SBrkr,0,790,0.0,0.0,1,0,2,1,TA,4,Typ,0,0,Detchd,1925.0,Unf,1.0,160.0,Fa,TA,Y,0,141,0,0,0,0,0,4,2008,WD ,Normal,91000,True,1-STORY 1945 & OLDER,80,60
1528,RL,54.0,7609,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,0.0,798.0,GasA,Ex,Y,SBrkr,0,1512,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,180.0,TA,TA,P,85,16,41,0,0,0,0,6,2008,WD ,Normal,231000,True,2-STORY 1945 & OLDER,85,13
1529,RL,51.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,GasA,Ex,Y,FuseA,473,1639,0.0,0.0,1,0,3,1,TA,6,Maj2,0,0,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,3,2008,WD ,Normal,115000,True,1-1/2 STORY FINISHED ALL AGES,74,60
1530,RL,0.0,9650,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,784.0,GasA,TA,Y,SBrkr,0,1603,0.0,0.0,1,0,4,1,TA,7,Typ,1,Gd,Attchd,1980.0,Unf,2.0,599.0,TA,TA,Y,0,217,0,0,0,0,0,6,2008,WD ,Normal,138000,True,2-STORY 1945 & OLDER,87,60
1531,RL,60.0,7200,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,GasA,TA,Y,SBrkr,0,1502,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0,0,112,0,0,0,0,2,2008,WD ,Normal,149000,True,2-STORY 1945 & OLDER,79,10
1532,RL,74.0,11988,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,715.0,GasA,Fa,Y,FuseA,0,1660,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,8,2008,WD ,Normal,188700,True,2-STORY 1945 & OLDER,76,15
1533,RL,0.0,11700,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,942.0,GasA,Ex,Y,SBrkr,0,1938,0.0,0.0,2,0,4,1,Gd,7,Min2,1,Gd,Detchd,1937.0,Unf,1.0,240.0,TA,TA,Y,0,40,0,0,0,0,0,7,2008,WD ,Normal,198000,True,1-1/2 STORY FINISHED ALL AGES,73,15
1534,RL,0.0,9260,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,TA,Y,FuseF,0,1374,0.0,0.0,1,0,3,1,TA,6,Typ,0,0,Detchd,1938.0,Unf,1.0,225.0,TA,TA,Y,64,0,0,0,100,0,0,3,2008,WD ,Normal,110000,True,1-1/2 STORY FINISHED ALL AGES,72,60
1535,RL,79.0,7801,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,1091.0,GasA,Fa,N,FuseA,0,1091,0.0,1.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1951.0,Fin,1.0,344.0,TA,TA,Y,66,105,0,0,221,0,0,5,2008,WD ,Normal,104000,False,1-STORY 1946 & NEWER ALL STYLES,59,59
1536,RL,100.0,9670,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,Gable,CompShg,BrkFace,Stucco,Stone,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,608.0,GasA,TA,Y,SBrkr,0,1873,0.0,0.0,1,1,4,1,TA,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,TA,Y,0,0,207,0,0,0,0,6,2008,WD ,Alloca,257076,True,2-STORY 1945 & OLDER,75,60
1537,RL,0.0,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,728.0,GasA,Ex,Y,SBrkr,0,3447,0.0,0.0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3.0,1014.0,TA,TA,Y,314,12,0,0,0,0,0,5,2008,WD ,Normal,381000,True,1-1/2 STORY FINISHED ALL AGES,75,13
1538,RL,0.0,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,798.0,GasA,Ex,Y,SBrkr,0,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,0,5,2008,WD ,Normal,311500,True,1-1/2 STORY FINISHED ALL AGES,71,4
1539,RL,70.0,12392,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,0.0,832.0,GasA,Ex,Y,SBrkr,0,2161,1.0,0.0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1994.0,Fin,2.0,506.0,TA,TA,Y,0,96,0,0,0,0,0,4,2008,WD ,Normal,263400,True,1-1/2 STORY FINISHED ALL AGES,60,10
1540,RL,56.0,26073,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,1898.0,GasA,Ex,Y,FuseA,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,0,4,2008,WD ,Normal,236500,False,1-STORY 1946 & NEWER ALL STYLES,54,54
1541,RL,0.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,1296.0,GasA,Ex,Y,SBrkr,0,1640,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,TA,Y,108,0,0,216,0,0,0,11,2008,WD ,Normal,224000,True,1-STORY 1946 & NEWER ALL STYLES,56,4
1542,RM,24.0,1879,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,516.0,GasA,TA,Y,SBrkr,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,213,0,0,0,0,0,0,12,2008,WD ,Normal,116500,False,2-STORY PUD - 1946 & NEWER,30,30
1543,RM,24.0,1950,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,716.0,GasA,TA,Y,SBrkr,0,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2.0,452.0,TA,TA,Y,161,0,0,0,0,0,0,7,2008,COD,Normal,151000,False,2-STORY PUD - 1946 & NEWER,30,30
1544,RM,50.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,299.0,GLQ,40.0,894.0,GasA,TA,Y,SBrkr,0,919,1.0,0.0,1,0,2,1,TA,5,Typ,0,0,Detchd,1926.0,Unf,1.0,195.0,TA,TA,P,0,0,116,0,0,0,0,7,2008,WD ,Normal,126000,True,1-STORY 1945 & OLDER,84,12
1545,RM,60.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,720.0,GasA,Gd,Y,SBrkr,0,1090,0.0,0.0,1,0,3,1,TA,5,Typ,0,0,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,120000,True,1-1/2 STORY FINISHED ALL AGES,70,4
1546,RM,40.0,3636,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,796.0,GasA,Fa,N,SBrkr,0,796,0.0,0.0,1,0,2,1,TA,5,Typ,0,0,0,0.0,0,0.0,0.0,0,0,N,0,0,100,0,0,0,0,1,2008,WD ,Normal,55000,True,1-STORY 1945 & OLDER,88,60
1547,RM,0.0,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,816.0,GasA,Ex,Y,SBrkr,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,0,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0,0,96,0,0,0,0,6,2008,WD ,Normal,120500,True,1-STORY 1945 & OLDER,80,3
1548,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,740.0,GasA,Ex,Y,SBrkr,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,0,2,2008,WD ,Normal,120500,True,1-STORY 1945 & OLDER,70,55
1549,RM,58.0,8155,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,780.0,GasA,Gd,Y,FuseA,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,0,0,0.0,0,0.0,0.0,0,0,Y,0,0,96,0,0,0,0,7,2008,WD ,Normal,119000,True,1-1/2 STORY FINISHED ALL AGES,80,60
1550,RM,75.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,624.0,GasA,Ex,Y,SBrkr,0,1656,0.0,0.0,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,180,0,0,100,0,0,7,2008,WD ,Normal,126000,False,SPLIT OR MULTI-LEVEL,43,43
1551,RM,60.0,7392,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,GasA,TA,Y,FuseA,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,0,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0,90,0,0,0,0,0,5,2008,WD ,Normal,99500,True,1-STORY 1945 & OLDER,80,15
1552,RM,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,1151.0,GasA,Gd,Y,FuseA,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,0,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD ,Normal,165500,False,1-1/2 STORY FINISHED ALL AGES,52,52
1553,A (agr),80.0,14584,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,Gable,CompShg,AsbShng,VinylSd,None,0.0,Fa,Po,Slab,0,0,0,0,0.0,0,0.0,0.0,Wall,Po,N,FuseA,0,733,0.0,0.0,1,0,2,1,Fa,4,Sal,0,0,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0,0,0,0,0,0,0,2,2008,WD ,Abnorml,13100,False,1-STORY 1946 & NEWER ALL STYLES,58,58
1554,C (all),60.0,5280,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,GasA,Ex,N,SBrkr,0,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,0,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,0,7,2008,WD ,Normal,89000,True,2-STORY 1945 & OLDER,115,60
1555,C (all),50.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,GasA,TA,N,SBrkr,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,0,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,0,7,2008,WD ,Normal,40000,True,2-STORY 1945 & OLDER,90,60
1556,C (all),52.0,5150,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,356.0,GasA,TA,N,FuseA,0,1049,0.0,0.0,1,0,2,1,TA,5,Typ,0,0,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,N,0,0,0,0,0,0,0,5,2008,WD ,Normal,80900,True,1-1/2 STORY FINISHED ALL AGES,100,10
1557,C (all),120.0,18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,GasA,TA,Y,SBrkr,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,0,Detchd,1994.0,RFn,3.0,1248.0,TA,TA,Y,0,20,0,0,0,0,560,8,2008,ConLD,Normal,81000,True,1-STORY 1945 & OLDER,75,60
1558,C (all),60.0,9000,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,GasA,Ex,Y,SBrkr,0,864,0.0,0.0,1,1,3,1,Fa,5,Min2,0,0,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,N,0,30,160,0,0,0,0,6,2008,WD ,Normal,65000,True,2-STORY 1945 & OLDER,90,60
1559,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,1600.0,GasA,Ex,Y,SBrkr,0,1652,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,162,53,0,153,0,0,0,11,2008,New,Partial,392500,False,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,2,2
